"id","type","date","panel","subpanel","budget","duration","coinvestigators"
"2014/15/N/HS2/04027","PRELUDIUM","2014-09-15","HS","HS2",79200,30,2
"2014/13/N/ST5/03481","PRELUDIUM","2014-03-17","ST","ST5",149768,36,2
"2015/17/N/NZ7/01039","PRELUDIUM","2015-03-16","NZ","NZ7",149910,36,3
"2013/11/N/ST4/01833","PRELUDIUM","2013-09-16","ST","ST4",149500,36,2
"2013/11/N/ST4/01849","PRELUDIUM","2013-09-16","ST","ST4",149900,36,2
"2013/11/N/ST4/01860","PRELUDIUM","2013-09-16","ST","ST4",147310,36,3
"2015/17/N/HS6/01093","PRELUDIUM","2015-03-16","HS","HS6",100544,36,2
"2015/17/N/ST8/00295","PRELUDIUM","2015-03-16","ST","ST8",149400,36,2
"2013/11/N/ST5/01365","PRELUDIUM","2013-09-16","ST","ST5",50000,12,2
"2013/11/N/ST5/01373","PRELUDIUM","2013-09-16","ST","ST5",1e+05,24,2
"2015/17/N/ST5/03916","PRELUDIUM","2015-03-16","ST","ST5",150000,36,2
"2014/15/N/NZ5/03632","PRELUDIUM","2014-09-15","NZ","NZ5",150000,36,2
"2013/11/N/ST5/01907","PRELUDIUM","2013-09-16","ST","ST5",149750,36,2
"2015/17/N/ST4/03923","PRELUDIUM","2015-03-16","ST","ST4",148400,36,2
"2015/17/N/NZ3/03629","PRELUDIUM","2015-03-16","NZ","NZ3",148800,36,2
"2014/13/N/NZ8/02484","PRELUDIUM","2014-03-17","NZ","NZ8",99701,24,2
"2015/17/N/HS1/02178","PRELUDIUM","2015-03-16","HS","HS1",129840,36,2
"2013/11/N/ST5/02015","PRELUDIUM","2013-09-16","ST","ST5",149020,36,2
"2013/11/N/ST5/02723","PRELUDIUM","2013-09-16","ST","ST5",74990,18,2
"2014/15/N/NZ8/00338","PRELUDIUM","2014-09-15","NZ","NZ8",119280,31,2
"2013/11/N/ST6/02863","PRELUDIUM","2013-09-16","ST","ST6",48960,12,2
"2014/15/N/NZ7/03065","PRELUDIUM","2014-09-15","NZ","NZ7",149640,36,2
"2013/11/N/ST6/03204","PRELUDIUM","2013-09-16","ST","ST6",99750,24,2
"2013/11/N/ST7/00366","PRELUDIUM","2013-09-16","ST","ST7",98500,24,2
"2013/11/N/ST7/02682","PRELUDIUM","2013-09-16","ST","ST7",62460,15,2
"2013/11/N/ST7/02801","PRELUDIUM","2013-09-16","ST","ST7",149723,36,3
"2015/17/N/NZ8/01575","PRELUDIUM","2015-03-16","NZ","NZ8",150000,36,2
"2013/11/N/ST8/00326","PRELUDIUM","2013-09-16","ST","ST8",123750,30,2
"2013/11/N/ST8/00344","PRELUDIUM","2013-09-16","ST","ST8",99970,24,3
"2014/15/N/NZ7/02889","PRELUDIUM","2014-09-15","NZ","NZ7",99980,24,2
"2014/15/N/NZ4/01704","PRELUDIUM","2014-09-15","NZ","NZ4",96216,24,2
"2013/11/N/ST8/00636","PRELUDIUM","2013-09-16","ST","ST8",98982,24,2
"2013/11/N/ST8/00651","PRELUDIUM","2013-09-16","ST","ST8",149620,36,2
"2013/11/N/ST8/00802","PRELUDIUM","2013-09-16","ST","ST8",149112,36,2
"2013/11/N/ST8/00834","PRELUDIUM","2013-09-16","ST","ST8",99000,24,2
"2015/17/N/HS3/00078","PRELUDIUM","2015-03-16","HS","HS3",132362,36,2
"2013/11/N/ST8/01207","PRELUDIUM","2013-09-16","ST","ST8",149750,36,2
"2015/17/N/NZ5/02596","PRELUDIUM","2015-03-16","NZ","NZ5",150000,36,2
"2013/11/N/ST8/01222","PRELUDIUM","2013-09-16","ST","ST8",149180,36,2
"2015/17/N/NZ8/01570","PRELUDIUM","2015-03-16","NZ","NZ8",147458,36,2
"2013/11/N/ST8/01267","PRELUDIUM","2013-09-16","ST","ST8",129732,36,3
"2013/11/N/ST8/01345","PRELUDIUM","2013-09-16","ST","ST8",147840,36,2
"2013/11/N/ST8/01906","PRELUDIUM","2013-09-16","ST","ST8",149720,36,2
"2013/11/N/ST8/01976","PRELUDIUM","2013-09-16","ST","ST8",97760,24,2
"2013/11/D/HS1/04322","SONATA","2013-09-16","HS","HS1",275499,36,3
"2013/11/D/HS1/04332","SONATA","2013-09-16","HS","HS1",143260,36,2
"2013/11/D/HS1/04359","SONATA","2013-09-16","HS","HS1",126396,36,1
"2015/17/N/NZ9/03646","PRELUDIUM","2015-03-16","NZ","NZ9",132800,36,2
"2013/11/D/HS1/04392","SONATA","2013-09-16","HS","HS1",111281,18,1
"2013/11/D/HS1/04414","SONATA","2013-09-16","HS","HS1",83200,24,1
"2013/11/D/HS2/04452","SONATA","2013-09-16","HS","HS2",164925,36,1
"2013/11/D/HS2/04486","SONATA","2013-09-16","HS","HS2",156560,24,4
"2013/11/D/HS2/04490","SONATA","2013-09-16","HS","HS2",93060,36,1
"2013/11/D/HS2/04521","SONATA","2013-09-16","HS","HS2",114177,36,1
"2013/11/D/HS2/04524","SONATA","2013-09-16","HS","HS2",241352,36,2
"2013/11/D/HS2/04529","SONATA","2013-09-16","HS","HS2",342420,36,1
"2013/11/D/HS2/04543","SONATA","2013-09-16","HS","HS2",88361,36,1
"2013/11/D/HS2/04546","SONATA","2013-09-16","HS","HS2",127530,36,2
"2013/11/D/HS3/01871","SONATA","2013-09-16","HS","HS3",115700,36,1
"2013/11/D/HS3/01877","SONATA","2013-09-16","HS","HS3",374900,36,2
"2013/11/D/HS3/01879","SONATA","2013-09-16","HS","HS3",362710,36,6
"2013/11/D/HS3/02457","SONATA","2013-09-16","HS","HS3",83000,36,1
"2013/11/D/HS3/02460","SONATA","2013-09-16","HS","HS3",88400,24,1
"2014/13/N/NZ4/03959","PRELUDIUM","2014-03-17","NZ","NZ4",149940,36,3
"2013/11/D/HS3/02461","SONATA","2013-09-16","HS","HS3",323600,36,1
"2015/17/N/ST8/02027","PRELUDIUM","2015-03-16","ST","ST8",147400,36,2
"2013/11/D/HS3/02473","SONATA","2013-09-16","HS","HS3",192564,24,9
"2013/11/D/HS3/02478","SONATA","2013-09-16","HS","HS3",192310,36,2
"2014/13/N/ST9/00078","PRELUDIUM","2014-03-17","ST","ST9",96780,24,2
"2013/11/D/HS4/00252","SONATA","2013-09-16","HS","HS4",168500,36,2
"2013/11/D/HS4/03747","SONATA","2013-09-16","HS","HS4",153000,30,1
"2013/11/D/HS4/03813","SONATA","2013-09-16","HS","HS4",118560,24,3
"2013/11/D/HS4/03840","SONATA","2013-09-16","HS","HS4",134583,36,3
"2013/11/D/HS4/03852","SONATA","2013-09-16","HS","HS4",230300,24,4
"2013/11/D/HS4/03858","SONATA","2013-09-16","HS","HS4",143760,36,2
"2014/13/N/HS5/01442","PRELUDIUM","2014-03-17","HS","HS5",70686,24,2
"2013/11/D/HS4/03863","SONATA","2013-09-16","HS","HS4",151288,36,1
"2013/11/D/HS4/03874","SONATA","2013-09-16","HS","HS4",55000,15,1
"2013/11/D/HS4/03878","SONATA","2013-09-16","HS","HS4",147050,36,2
"2013/11/D/HS4/03884","SONATA","2013-09-16","HS","HS4",103800,36,1
"2013/11/D/HS4/03899","SONATA","2013-09-16","HS","HS4",181165,25,1
"2013/11/D/HS4/03933","SONATA","2013-09-16","HS","HS4",252980,36,2
"2015/17/N/NZ5/00148","PRELUDIUM","2015-03-16","NZ","NZ5",150000,36,3
"2013/11/D/HS4/03941","SONATA","2013-09-16","HS","HS4",76528,24,1
"2013/11/D/HS4/03965","SONATA","2013-09-16","HS","HS4",123100,26,4
"2013/11/D/HS4/04007","SONATA","2013-09-16","HS","HS4",172610,30,4
"2013/11/D/HS4/04014","SONATA","2013-09-16","HS","HS4",104000,36,2
"2015/17/N/HS4/01550","PRELUDIUM","2015-03-16","HS","HS4",93132,24,3
"2013/11/D/HS4/04045","SONATA","2013-09-16","HS","HS4",156555,36,1
"2015/17/N/NZ9/01105","PRELUDIUM","2015-03-16","NZ","NZ9",150000,36,2
"2013/11/D/HS4/04056","SONATA","2013-09-16","HS","HS4",155380,36,1
"2013/11/D/HS4/04070","SONATA","2013-09-16","HS","HS4",149938,36,1
"2013/11/D/HS4/04096","SONATA","2013-09-16","HS","HS4",86550,30,3
"2013/11/D/HS5/01260","SONATA","2013-09-16","HS","HS5",401075,36,6
"2015/17/N/ST8/02320","PRELUDIUM","2015-03-16","ST","ST8",92000,36,2
"2013/11/D/HS5/01399","SONATA","2013-09-16","HS","HS5",71500,36,1
"2014/15/N/NZ5/01646","PRELUDIUM","2014-09-15","NZ","NZ5",150000,36,2
"2013/11/D/HS5/01413","SONATA","2013-09-16","HS","HS5",105480,36,1
"2013/11/D/HS5/01449","SONATA","2013-09-16","HS","HS5",259209,36,1
"2015/17/N/ST10/03182","PRELUDIUM","2015-03-16","ST","ST10",150000,36,3
"2013/11/D/HS5/01822","SONATA","2013-09-16","HS","HS5",133074,30,2
"2015/17/N/NZ3/01428","PRELUDIUM","2015-03-16","NZ","NZ3",150000,36,2
"2013/11/D/HS5/01901","SONATA","2013-09-16","HS","HS5",150800,36,1
"2014/13/N/HS4/03575","PRELUDIUM","2014-03-17","HS","HS4",98111,24,2
"2013/11/D/HS5/01922","SONATA","2013-09-16","HS","HS5",56336,24,1
"2013/11/D/HS6/04574","SONATA","2013-09-16","HS","HS6",238160,36,3
"2013/11/D/HS6/04604","SONATA","2013-09-16","HS","HS6",420500,30,3
"2013/11/D/HS6/04619","SONATA","2013-09-16","HS","HS6",319602,36,7
"2014/15/N/ST5/02003","PRELUDIUM","2014-09-15","ST","ST5",133600,36,2
"2013/11/D/HS6/04643","SONATA","2013-09-16","HS","HS6",185340,36,12
"2013/11/D/HS6/04683","SONATA","2013-09-16","HS","HS6",301938,36,4
"2013/11/D/HS6/04715","SONATA","2013-09-16","HS","HS6",456780,36,3
"2013/11/D/NZ1/00288","SONATA","2013-09-16","NZ","NZ1",536848,24,2
"2013/11/D/NZ1/00303","SONATA","2013-09-16","NZ","NZ1",317157,28,3
"2013/11/D/NZ1/02294","SONATA","2013-09-16","NZ","NZ1",796100,36,2
"2014/15/N/ST9/05171","PRELUDIUM","2014-09-15","ST","ST9",142918,36,2
"2013/11/D/NZ2/00033","SONATA","2013-09-16","NZ","NZ2",499855,36,4
"2013/11/D/NZ2/02696","SONATA","2013-09-16","NZ","NZ2",630200,36,2
"2013/11/D/NZ3/00184","SONATA","2013-09-16","NZ","NZ3",646406,24,3
"2013/11/D/NZ3/01079","SONATA","2013-09-16","NZ","NZ3",7e+05,36,2
"2015/17/N/HS6/00694","PRELUDIUM","2015-03-16","HS","HS6",145071,36,2
"2013/11/D/NZ4/02371","SONATA","2013-09-16","NZ","NZ4",1223200,36,3
"2013/11/D/NZ5/01783","SONATA","2013-09-16","NZ","NZ5",432000,36,3
"2013/11/D/NZ5/03219","SONATA","2013-09-16","NZ","NZ5",643110,36,3
"2014/15/N/HS5/01861","PRELUDIUM","2014-09-15","HS","HS5",93600,24,3
"2013/11/D/NZ5/03585","SONATA","2013-09-16","NZ","NZ5",437600,36,5
"2015/17/N/HS3/00163","PRELUDIUM","2015-03-16","HS","HS3",145852,36,2
"2013/11/D/NZ5/03699","SONATA","2013-09-16","NZ","NZ5",337800,24,3
"2013/11/D/NZ5/03820","SONATA","2013-09-16","NZ","NZ5",316100,21,4
"2013/11/D/NZ6/02888","SONATA","2013-09-16","NZ","NZ6",579990,36,3
"2013/11/D/NZ7/00922","SONATA","2013-09-16","NZ","NZ7",542584,36,6
"2013/11/D/NZ7/00925","SONATA","2013-09-16","NZ","NZ7",435500,36,3
"2013/11/D/NZ7/00939","SONATA","2013-09-16","NZ","NZ7",488402,36,4
"2013/11/D/NZ7/01170","SONATA","2013-09-16","NZ","NZ7",597850,32,4
"2015/17/N/ST8/02824","PRELUDIUM","2015-03-16","ST","ST8",89300,36,3
"2013/11/D/NZ7/01230","SONATA","2013-09-16","NZ","NZ7",581976,36,5
"2013/11/D/NZ7/01583","SONATA","2013-09-16","NZ","NZ7",95540,24,3
"2013/11/D/NZ7/01613","SONATA","2013-09-16","NZ","NZ7",379361,36,3
"2013/11/D/NZ7/02346","SONATA","2013-09-16","NZ","NZ7",510160,36,6
"2013/11/D/NZ8/00583","SONATA","2013-09-16","NZ","NZ8",655800,36,5
"2013/11/D/NZ8/03274","SONATA","2013-09-16","NZ","NZ8",794400,36,4
"2013/11/D/NZ9/02519","SONATA","2013-09-16","NZ","NZ9",463120,36,3
"2013/11/D/NZ9/02536","SONATA","2013-09-16","NZ","NZ9",712688,30,4
"2013/11/D/NZ9/02545","SONATA","2013-09-16","NZ","NZ9",279900,24,3
"2013/11/D/NZ9/02608","SONATA","2013-09-16","NZ","NZ9",317000,36,3
"2013/11/D/NZ9/02632","SONATA","2013-09-16","NZ","NZ9",560776,30,3
"2014/13/N/ST5/01563","PRELUDIUM","2014-03-17","ST","ST5",150000,36,3
"2013/11/D/NZ9/02685","SONATA","2013-09-16","NZ","NZ9",575000,24,6
"2013/11/D/NZ9/02719","SONATA","2013-09-16","NZ","NZ9",445510,36,3
"2013/11/D/NZ9/02771","SONATA","2013-09-16","NZ","NZ9",422800,36,4
"2013/11/D/NZ9/02774","SONATA","2013-09-16","NZ","NZ9",399700,36,7
"2013/11/D/NZ9/02776","SONATA","2013-09-16","NZ","NZ9",329050,24,3
"2013/11/D/NZ9/02783","SONATA","2013-09-16","NZ","NZ9",483600,36,4
"2013/11/D/ST1/02580","SONATA","2013-09-16","ST","ST1",369830,36,5
"2013/11/D/ST1/02599","SONATA","2013-09-16","ST","ST1",47840,24,1
"2013/11/D/ST1/02622","SONATA","2013-09-16","ST","ST1",216000,36,2
"2013/11/D/ST10/03458","SONATA","2013-09-16","ST","ST10",567120,36,4
"2013/11/D/ST10/03473","SONATA","2013-09-16","ST","ST10",631550,36,5
"2013/11/D/ST10/03487","SONATA","2013-09-16","ST","ST10",331465,36,1
"2013/11/D/ST2/02638","SONATA","2013-09-16","ST","ST2",252105,36,3
"2013/11/D/ST2/02645","SONATA","2013-09-16","ST","ST2",399610,36,1
"2013/11/D/ST2/02663","SONATA","2013-09-16","ST","ST2",456200,36,3
"2013/11/D/ST3/02694","SONATA","2013-09-16","ST","ST3",398300,30,3
"2013/11/D/ST3/02700","SONATA","2013-09-16","ST","ST3",201770,36,3
"2013/11/D/ST3/02703","SONATA","2013-09-16","ST","ST3",752240,24,10
"2013/11/D/ST4/02821","SONATA","2013-09-16","ST","ST4",251080,36,3
"2013/11/D/ST4/02829","SONATA","2013-09-16","ST","ST4",245000,24,2
"2013/11/D/ST4/02838","SONATA","2013-09-16","ST","ST4",689700,36,6
"2013/11/D/ST4/02839","SONATA","2013-09-16","ST","ST4",372081,36,5
"2013/11/D/ST5/02898","SONATA","2013-09-16","ST","ST5",317600,24,2
"2013/11/D/ST5/02900","SONATA","2013-09-16","ST","ST5",501440,24,4
"2014/15/N/HS3/01149","PRELUDIUM","2014-09-15","HS","HS3",146320,36,2
"2013/11/D/ST5/02909","SONATA","2013-09-16","ST","ST5",306260,36,4
"2013/11/D/ST5/02911","SONATA","2013-09-16","ST","ST5",384400,36,3
"2013/11/D/ST5/02956","SONATA","2013-09-16","ST","ST5",408900,36,3
"2013/11/D/ST5/02979","SONATA","2013-09-16","ST","ST5",680200,36,3
"2013/11/D/ST5/02989","SONATA","2013-09-16","ST","ST5",296400,24,1
"2013/11/D/ST5/02990","SONATA","2013-09-16","ST","ST5",607000,36,4
"2013/11/D/ST5/02995","SONATA","2013-09-16","ST","ST5",498900,36,9
"2013/11/D/ST5/03007","SONATA","2013-09-16","ST","ST5",703000,36,2
"2013/11/D/ST5/03010","SONATA","2013-09-16","ST","ST5",546800,36,5
"2013/11/D/ST6/03050","SONATA","2013-09-16","ST","ST6",326100,32,2
"2013/11/D/ST6/03056","SONATA","2013-09-16","ST","ST6",398800,36,5
"2013/11/D/ST6/03073","SONATA","2013-09-16","ST","ST6",386320,36,2
"2013/11/D/ST6/03075","SONATA","2013-09-16","ST","ST6",398260,36,4
"2013/11/D/ST6/03100","SONATA","2013-09-16","ST","ST6",515700,36,4
"2013/11/D/ST7/03138","SONATA","2013-09-16","ST","ST7",655600,36,5
"2013/11/D/ST7/03156","SONATA","2013-09-16","ST","ST7",499940,36,6
"2013/11/D/ST7/03161","SONATA","2013-09-16","ST","ST7",812000,36,3
"2013/11/D/ST8/03272","SONATA","2013-09-16","ST","ST8",435081,30,6
"2013/11/D/ST8/03297","SONATA","2013-09-16","ST","ST8",458293,36,4
"2013/11/D/ST8/03308","SONATA","2013-09-16","ST","ST8",419720,36,3
"2013/11/D/ST8/03311","SONATA","2013-09-16","ST","ST8",362900,36,3
"2013/11/D/ST8/03328","SONATA","2013-09-16","ST","ST8",209500,36,3
"2013/11/D/ST8/03355","SONATA","2013-09-16","ST","ST8",390260,36,3
"2015/17/N/HS5/00733","PRELUDIUM","2015-03-16","HS","HS5",100440,36,2
"2013/11/D/ST8/03371","SONATA","2013-09-16","ST","ST8",483200,36,4
"2013/11/D/ST8/03387","SONATA","2013-09-16","ST","ST8",384905,36,4
"2013/11/D/ST8/03400","SONATA","2013-09-16","ST","ST8",470900,30,5
"2013/11/D/ST8/03423","SONATA","2013-09-16","ST","ST8",377000,36,6
"2013/11/D/ST8/03428","SONATA","2013-09-16","ST","ST8",94550,36,1
"2013/11/D/ST8/03429","SONATA","2013-09-16","ST","ST8",707820,36,6
"2013/11/D/ST8/03437","SONATA","2013-09-16","ST","ST8",693930,36,4
"2013/11/D/ST9/03445","SONATA","2013-09-16","ST","ST9",437864,24,3
"2014/12/S/HS1/00153","FUGA","2013-12-16","HS","HS1",416000,36,2
"2014/12/S/HS1/00343","FUGA","2013-12-16","HS","HS1",417500,36,2
"2014/12/S/HS2/00079","FUGA","2013-12-16","HS","HS2",427000,36,2
"2014/12/S/HS2/00172","FUGA","2013-12-16","HS","HS2",468000,36,2
"2014/12/S/HS2/00180","FUGA","2013-12-16","HS","HS2",416280,36,2
"2014/12/S/HS2/00182","FUGA","2013-12-16","HS","HS2",436900,36,2
"2014/12/S/HS2/00361","FUGA","2013-12-16","HS","HS2",455360,36,2
"2015/17/N/ST7/03796","PRELUDIUM","2015-03-16","ST","ST7",94584,36,3
"2014/12/S/HS2/00379","FUGA","2013-12-16","HS","HS2",414000,34,2
"2014/12/S/HS2/00385","FUGA","2013-12-16","HS","HS2",451000,36,2
"2014/12/S/HS2/00387","FUGA","2013-12-16","HS","HS2",458000,36,2
"2014/12/S/HS2/00391","FUGA","2013-12-16","HS","HS2",425000,36,2
"2014/12/S/HS3/00013","FUGA","2013-12-16","HS","HS3",412000,36,2
"2015/17/N/NZ7/00937","PRELUDIUM","2015-03-16","NZ","NZ7",150000,36,2
"2014/12/S/HS3/00058","FUGA","2013-12-16","HS","HS3",467800,36,2
"2014/12/S/HS3/00082","FUGA","2013-12-16","HS","HS3",468000,36,2
"2014/12/S/HS3/00088","FUGA","2013-12-16","HS","HS3",419043,36,2
"2015/17/N/NZ6/03501","PRELUDIUM","2015-03-16","NZ","NZ6",1e+05,24,3
"2014/12/S/HS3/00150","FUGA","2013-12-16","HS","HS3",454068,36,2
"2014/12/S/HS3/00202","FUGA","2013-12-16","HS","HS3",464500,36,2
"2014/12/S/HS3/00206","FUGA","2013-12-16","HS","HS3",438400,36,2
"2014/12/S/HS3/00354","FUGA","2013-12-16","HS","HS3",364600,30,2
"2014/12/S/HS3/00355","FUGA","2013-12-16","HS","HS3",467625,36,2
"2014/12/S/HS3/00402","FUGA","2013-12-16","HS","HS3",432800,36,2
"2014/12/S/HS5/00006","FUGA","2013-12-16","HS","HS5",468000,36,2
"2014/12/S/HS5/00370","FUGA","2013-12-16","HS","HS5",461000,36,2
"2014/12/S/HS6/00169","FUGA","2013-12-16","HS","HS6",468000,36,2
"2014/12/S/HS6/00390","FUGA","2013-12-16","HS","HS6",468000,36,2
"2014/12/S/NZ1/00603","FUGA","2013-12-16","NZ","NZ1",602500,36,2
"2015/17/N/NZ5/00677","PRELUDIUM","2015-03-16","NZ","NZ5",150000,36,3
"2014/12/S/NZ1/00604","FUGA","2013-12-16","NZ","NZ1",612000,36,2
"2014/12/S/NZ3/00621","FUGA","2013-12-16","NZ","NZ3",534300,36,2
"2014/12/S/NZ3/00746","FUGA","2013-12-16","NZ","NZ3",612000,36,2
"2015/17/N/HS4/02108","PRELUDIUM","2015-03-16","HS","HS4",97442,24,2
"2014/12/S/NZ6/00732","FUGA","2013-12-16","NZ","NZ6",579960,36,2
"2014/12/S/NZ8/00624","FUGA","2013-12-16","NZ","NZ8",592300,36,2
"2014/12/S/NZ8/00722","FUGA","2013-12-16","NZ","NZ8",560200,36,2
"2014/12/S/NZ9/00715","FUGA","2013-12-16","NZ","NZ9",612000,36,2
"2015/17/N/HS6/02864","PRELUDIUM","2015-03-16","HS","HS6",99860,24,2
"2014/12/S/NZ9/00716","FUGA","2013-12-16","NZ","NZ9",507000,36,2
"2014/12/S/NZ9/00754","FUGA","2013-12-16","NZ","NZ9",180000,12,2
"2014/13/N/HS1/00816","PRELUDIUM","2014-03-17","HS","HS1",115275,36,2
"2014/12/S/ST1/00344","FUGA","2013-12-16","ST","ST1",265000,24,2
"2014/12/S/ST1/00368","FUGA","2013-12-16","ST","ST1",276000,24,2
"2014/12/S/ST1/00491","FUGA","2013-12-16","ST","ST1",459000,36,2
"2014/12/S/ST2/00243","FUGA","2013-12-16","ST","ST2",515500,36,2
"2015/17/N/NZ9/01132","PRELUDIUM","2015-03-16","NZ","NZ9",150000,36,3
"2014/12/S/ST2/00332","FUGA","2013-12-16","ST","ST2",545700,36,2
"2014/12/S/ST2/00459","FUGA","2013-12-16","ST","ST2",457000,36,2
"2014/12/S/ST2/00483","FUGA","2013-12-16","ST","ST2",481500,36,2
"2014/15/N/ST5/02897","PRELUDIUM","2014-09-15","ST","ST5",149920,36,2
"2014/12/S/ST3/00313","FUGA","2013-12-16","ST","ST3",612000,36,2
"2014/12/S/ST3/00326","FUGA","2013-12-16","ST","ST3",281000,24,2
"2014/12/S/ST3/00549","FUGA","2013-12-16","ST","ST3",612000,36,2
"2014/12/S/ST4/00306","FUGA","2013-12-16","ST","ST4",294000,18,2
"2014/12/S/ST7/00265","FUGA","2013-12-16","ST","ST7",477500,33,2
"2014/12/S/ST7/00415","FUGA","2013-12-16","ST","ST7",499800,36,2
"2014/12/S/ST8/00582","FUGA","2013-12-16","ST","ST8",538000,33,2
"2015/17/N/NZ7/00943","PRELUDIUM","2015-03-16","NZ","NZ7",149960,36,2
"2014/12/S/ST9/00426","FUGA","2013-12-16","ST","ST9",450000,36,2
"2014/12/W/NZ1/00457","SYMFONIA","2013-12-16","NZ","NZ1",6496600,48,17
"2014/12/W/NZ1/00463","SYMFONIA","2013-12-16","NZ","NZ1",6879968,60,16
"2014/12/W/NZ2/00466","SYMFONIA","2013-12-16","NZ","NZ2",6e+06,60,24
"2014/12/W/NZ6/00454","SYMFONIA","2013-12-16","NZ","NZ6",6589560,60,18
"2014/12/W/ST5/00589","SYMFONIA","2013-12-16","ST","ST5",3066800,60,10
"2014/12/W/ST5/00592","SYMFONIA","2013-12-16","ST","ST5",5427680,60,19
"2014/12/T/HS1/00145","ETIUDA","2013-12-16","HS","HS1",98540,12,2
"2014/12/T/HS1/00242","ETIUDA","2013-12-16","HS","HS1",87375,12,2
"2015/17/N/NZ6/03520","PRELUDIUM","2015-03-16","NZ","NZ6",150000,36,3
"2014/12/T/HS1/00249","ETIUDA","2013-12-16","HS","HS1",52347,6,2
"2014/12/T/HS1/00490","ETIUDA","2013-12-16","HS","HS1",100480,12,2
"2014/12/T/HS2/00141","ETIUDA","2013-12-16","HS","HS2",73190,12,2
"2014/12/T/HS2/00142","ETIUDA","2013-12-16","HS","HS2",71270,12,2
"2014/12/T/HS2/00185","ETIUDA","2013-12-16","HS","HS2",99480,12,2
"2014/12/T/HS2/00247","ETIUDA","2013-12-16","HS","HS2",80360,12,2
"2014/12/T/HS2/00300","ETIUDA","2013-12-16","HS","HS2",101694,12,2
"2014/12/T/HS2/00432","ETIUDA","2013-12-16","HS","HS2",78700,12,2
"2014/15/N/NZ7/04092","PRELUDIUM","2014-09-15","NZ","NZ7",149999,36,3
"2014/12/T/HS2/00435","ETIUDA","2013-12-16","HS","HS2",70347,12,2
"2014/12/T/HS2/00437","ETIUDA","2013-12-16","HS","HS2",63200,6,2
"2014/12/T/HS2/00441","ETIUDA","2013-12-16","HS","HS2",71292,12,2
"2014/12/T/HS3/00174","ETIUDA","2013-12-16","HS","HS3",112576,12,2
"2014/15/N/NZ7/03028","PRELUDIUM","2014-09-15","NZ","NZ7",146600,36,2
"2014/12/T/HS3/00195","ETIUDA","2013-12-16","HS","HS3",96564,12,2
"2014/12/T/HS3/00207","ETIUDA","2013-12-16","HS","HS3",72128,12,2
"2015/17/N/HS4/00386","PRELUDIUM","2015-03-16","HS","HS4",87800,24,3
"2014/12/T/HS3/00211","ETIUDA","2013-12-16","HS","HS3",105576,10,2
"2014/12/T/HS3/00248","ETIUDA","2013-12-16","HS","HS3",95348,12,2
"2015/17/N/NZ3/03773","PRELUDIUM","2015-03-16","NZ","NZ3",150000,36,3
"2014/12/T/HS3/00401","ETIUDA","2013-12-16","HS","HS3",86320,12,2
"2014/12/T/HS3/00443","ETIUDA","2013-12-16","HS","HS3",77660,11,2
"2014/12/T/HS3/00555","ETIUDA","2013-12-16","HS","HS3",62444,12,2
"2014/12/T/HS4/00168","ETIUDA","2013-12-16","HS","HS4",68320,6,2
"2014/12/T/HS4/00305","ETIUDA","2013-12-16","HS","HS4",98540,12,2
"2014/12/T/HS4/00311","ETIUDA","2013-12-16","HS","HS4",67782,12,2
"2014/12/T/HS5/00140","ETIUDA","2013-12-16","HS","HS5",67673,12,2
"2014/12/T/HS5/00166","ETIUDA","2013-12-16","HS","HS5",98540,12,2
"2015/17/N/HS5/00438","PRELUDIUM","2015-03-16","HS","HS5",45357,12,2
"2014/12/T/HS5/00219","ETIUDA","2013-12-16","HS","HS5",99480,12,2
"2014/12/T/HS5/00221","ETIUDA","2013-12-16","HS","HS5",63596,12,2
"2014/12/T/HS6/00186","ETIUDA","2013-12-16","HS","HS6",102044,12,2
"2014/12/T/HS6/00199","ETIUDA","2013-12-16","HS","HS6",89192,12,2
"2014/12/T/HS6/00213","ETIUDA","2013-12-16","HS","HS6",69288,10,2
"2014/15/N/ST10/00825","PRELUDIUM","2014-09-15","ST","ST10",145960,36,2
"2014/12/T/HS6/00216","ETIUDA","2013-12-16","HS","HS6",112576,12,2
"2014/15/N/HS1/03994","PRELUDIUM","2014-09-15","HS","HS1",93600,36,2
"2014/12/T/HS6/00263","ETIUDA","2013-12-16","HS","HS6",98540,12,2
"2014/12/T/HS6/00264","ETIUDA","2013-12-16","HS","HS6",86428,6,2
"2014/12/T/HS6/00485","ETIUDA","2013-12-16","HS","HS6",71270,12,2
"2014/12/T/HS6/00487","ETIUDA","2013-12-16","HS","HS6",63596,12,2
"2014/12/T/NZ1/00298","ETIUDA","2013-12-16","NZ","NZ1",89192,12,2
"2015/17/N/NZ2/01856","PRELUDIUM","2015-03-16","NZ","NZ2",150000,36,2
"2014/12/T/NZ1/00492","ETIUDA","2013-12-16","NZ","NZ1",89450,12,2
"2014/12/T/NZ1/00497","ETIUDA","2013-12-16","NZ","NZ1",98540,12,2
"2014/12/T/NZ1/00527","ETIUDA","2013-12-16","NZ","NZ1",89450,12,2
"2015/17/N/ST7/03793","PRELUDIUM","2015-03-16","ST","ST7",113560,36,3
"2014/12/T/NZ1/00528","ETIUDA","2013-12-16","NZ","NZ1",98540,12,2
"2014/12/T/NZ2/00246","ETIUDA","2013-12-16","NZ","NZ2",82540,6,2
"2014/12/T/NZ2/00501","ETIUDA","2013-12-16","NZ","NZ2",98540,12,2
